id,name,description,era,categories,tags,visual_elements,color_palette,mood_keywords,related_aesthetics,media_examples,reference example images,origin,category
1045,2000s Indie,A 2000s indie aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1046,2000s Scene,A 2000s scene aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1047,2020s Indie,A 2020s indie aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1048,Among Us Goth,A among us goth aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Contemporary,Modern
1049,Angel Wings,A angel wings aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1050,2000s Emo,A 2000s emo aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1051,2000s Y2k,A 2000s y2k aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1052,90s Retro,A 90s retro aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1053,Amy Core,A amy aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Contemporary,Modern
1054,Ana Core,A ana aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Contemporary,Modern
1055,Angel Earth,A angel earth aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1056,Angel Hands,A angel hands aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1057,Angel Heart,A angel heart aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1058,Anime Angel,A anime angel aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Japanese,Anime/Kawaii
1059,Anime Boy,A anime boy aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Japanese,Anime/Kawaii
1060,Astronomy,A astronomy aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Contemporary,Modern
1061,2000s Grunge,A 2000s grunge aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1062,2000s Mall Goth,A 2000s mall goth aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1063,2000s Retro,A 2000s retro aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1064,2010s Grunge,A 2010s grunge aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1065,2020s Grunge,A 2020s grunge aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1066,Academic,A academic aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Educational,Academic
1067,Anemoiacore,A anemoiacore aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Internet,Core Aesthetic
1068,Angel Dress,A angel dress aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1069,Angel Dust,A angel dust aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1070,Angel Green,A angel green aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1071,American Revolution,"A american revolution aesthetic style - low-medium similarity, likely distinct",,,,,,,american gothic,,,Contemporary,Modern
1072,90s Indie,A 90s indie aesthetic style - decade-specific variation,,,,,,,indie,,,Nostalgic,Retro/Vintage
1073,Anime Core,"A anime aesthetic style - low-medium similarity, likely distinct",,,,,,,animesque,,,Contemporary,Modern
1074,Artistic,"A artistic aesthetic style - low-medium similarity, likely distinct",,,,,,,rustic,,,Contemporary,Modern
1075,Autumn Grunge,A autumn grunge aesthetic style - seasonal variation,,,,,,,ocean grunge,,,Natural,Seasonal
1076,Autumn Soft Girl,A autumn soft girl aesthetic style - seasonal variation,,,,,,,soft girl,,,Natural,Seasonal
1077,2000s Coquette,A 2000s coquette aesthetic style - decade-specific variation,,,,,,,coquette,,,Nostalgic,Retro/Vintage
1078,2020s Coquette,A 2020s coquette aesthetic style - decade-specific variation,,,,,,,coquette,,,Nostalgic,Retro/Vintage
1079,Angel Girl,"A angel girl aesthetic style - low-medium similarity, likely distinct",,,,,,,vanilla girl,,,Contemporary,Modern
1080,Angry,"A angry aesthetic style - low-medium similarity, likely distinct",,,,,,,angura,,,Contemporary,Modern
1081,Anime Girl,A anime girl aesthetic style - anime-specific variation,,,,,,,vanilla girl,,,Japanese,Anime/Kawaii
1082,Autumn Coquette,A autumn coquette aesthetic style - seasonal variation,,,,,,,bubblegum coquette,,,Natural,Seasonal
1083,Astrology,"A astrology aesthetic style - low-medium similarity, likely distinct",,,,,,,hauntology,,,Contemporary,Modern
1084,Adventure Time,"A adventure time aesthetic style - low-medium similarity, likely distinct",,,,,,,adventurecore,,,Contemporary,Modern
1085,Academic Dark Academia,"A academic dark academia aesthetic style - low-medium similarity, likely distinct",,,,,,,dark academia,,,Contemporary,Modern
1086,2000s Soft Girl,A 2000s soft girl aesthetic style - decade-specific variation,,,,,,,soft girl,,,Nostalgic,Retro/Vintage
1087,2010s Soft Girl,A 2010s soft girl aesthetic style - decade-specific variation,,,,,,,soft girl,,,Nostalgic,Retro/Vintage
1088,2020s Soft Girl,A 2020s soft girl aesthetic style - decade-specific variation,,,,,,,soft girl,,,Nostalgic,Retro/Vintage
1089,90s Kawaii,A 90s kawaii aesthetic style - decade-specific variation,,,,,,,kawaii,,,Nostalgic,Retro/Vintage
1090,Anime Soft Girl,A anime soft girl aesthetic style - anime-specific variation,,,,,,,soft girl,,,Japanese,Anime/Kawaii
1091,Autumn Kawaii,A autumn kawaii aesthetic style - seasonal variation,,,,,,,yume kawaii,,,Natural,Seasonal
1092,Autumn Cottagecore,A autumn cottagecore aesthetic style - seasonal variation,,,,,,,cottagecore,,,Natural,Seasonal
1093,90s Grunge,A 90s grunge aesthetic style - decade-specific variation,,,,,,,soft grunge,,,Nostalgic,Retro/Vintage
1094,Anime Kawaii,A anime kawaii aesthetic style - anime-specific variation,,,,,,,yume kawaii,,,Japanese,Anime/Kawaii
1095,Autumn Dark Academia,A autumn dark academia aesthetic style - seasonal variation,,,,,,,dark academia,,,Natural,Seasonal
1096,90s Coquette,A 90s coquette aesthetic style - decade-specific variation,,,,,,,coquette,,,Nostalgic,Retro/Vintage
1097,Autumn Academia,A autumn academia aesthetic style - seasonal variation,,,,,,,art academia,,,Natural,Seasonal
1098,90s Soft Girl,A 90s soft girl aesthetic style - decade-specific variation,,,,,,,soft girl,,,Nostalgic,Retro/Vintage
1099,Anime Grunge,A anime grunge aesthetic style - anime-specific variation,,,,,,,antique grunge,,,Japanese,Anime/Kawaii
1100,Cute Kawaii Sailor Chibi Moon,A cute kawaii sailor chibi moon aesthetic style with distinctive visual and cultural characteristics,,,,,,,yume kawaii,,,Japanese,Cute/Kawaii
1101,Cute Boy With Glasses,A cute boy with glasses aesthetic style with distinctive visual and cultural characteristics,,,,,,,scottish highlands,,,Japanese,Cute/Kawaii
1102,Bts V,A bts v aesthetic style with distinctive visual and cultural characteristics,,,,,,,trashy raver,,,Asian,Pop Culture
1103,Chibi Sailor Moon,A chibi sailor moon aesthetic style with distinctive visual and cultural characteristics,,,,,,,barber salon,,,Japanese,Cute/Kawaii
1104,Bts Core,A bts aesthetic style with distinctive visual and cultural characteristics,,,,,,,trxsh,,,Asian,Pop Culture
1105,Business Core,A business aesthetic style with distinctive visual and cultural characteristics,,,,,,,skinhead,,,Contemporary,Modern
1106,Couple Under The Rain,A couple under the rain aesthetic style with distinctive visual and cultural characteristics,,,,,,,coastal grandmother,,,Contemporary,Modern
1107,Cute 70s,A cute 70s aesthetic style with distinctive visual and cultural characteristics,,,,,,,cutecore,,,Japanese,Cute/Kawaii
1108,Cute Texts From Boyfriend,A cute texts from boyfriend aesthetic style with distinctive visual and cultural characteristics,,,,,,,cluttercore,,,Japanese,Cute/Kawaii
1109,Cute But Will Fight You,A cute but will fight you aesthetic style with distinctive visual and cultural characteristics,,,,,,,twilightcore,,,Japanese,Cute/Kawaii
1110,Bts Group Photo,A bts group photo aesthetic style with distinctive visual and cultural characteristics,,,,,,,gross-out horror,,,Asian,Pop Culture
1111,Cat Todoroki,A cat todoroki aesthetic style with distinctive visual and cultural characteristics,,,,,,,cartooncore,,,Contemporary,Modern
1112,Chibi Maruko Chan,A chibi maruko chan aesthetic style with distinctive visual and cultural characteristics,,,,,,,chicha,,,Japanese,Cute/Kawaii
1113,Biohazard,A biohazard aesthetic style with distinctive visual and cultural characteristics,,,,,,,wizardcore,,,Contemporary,Modern
1114,Bts Purple,A bts purple aesthetic style with distinctive visual and cultural characteristics,,,,,,,sadpeople,,,Visual,Color-themed
1115,Cheng Xiao Cute,A cheng xiao cute aesthetic style with distinctive visual and cultural characteristics,,,,,,,gen x soft club,,,Japanese,Cute/Kawaii
1116,Chocolate Milk,A chocolate milk aesthetic style with distinctive visual and cultural characteristics,,,,,,,chaotic academia,,,Contemporary,Modern
1117,Cute Lavender,A cute lavender aesthetic style with distinctive visual and cultural characteristics,,,,,,,coquette academia,,,Japanese,Cute/Kawaii
1118,Cute Islamic Couple,A cute islamic couple aesthetic style with distinctive visual and cultural characteristics,,,,,,,angel and devil couple,,,Japanese,Cute/Kawaii
1119,Couple Do Anime,A couple do anime aesthetic style with distinctive visual and cultural characteristics,,,,,,,noucentisme,,,Asian,Pop Culture
1120,Cute Trash Can,A cute trash can aesthetic style with distinctive visual and cultural characteristics,,,,,,,trashy raver,,,Japanese,Cute/Kawaii
1121,City During The Day,A city during the day aesthetic style with distinctive visual and cultural characteristics,,,,,,,art in the chapels,,,Contemporary,Modern
1122,Broken Doll,A broken doll aesthetic style with distinctive visual and cultural characteristics,,,,,,,living doll,,,Contemporary,Modern
1123,City During Fall,A city during fall aesthetic style with distinctive visual and cultural characteristics,,,,,,,grocery girl fall,,,Contemporary,Modern
1124,Crazy Core,A crazy aesthetic style with distinctive visual and cultural characteristics,,,,,,,decora,,,Contemporary,Modern
1125,Cute Desk Area,A cute desk area aesthetic style with distinctive visual and cultural characteristics,,,,,,,cutecore,,,Japanese,Cute/Kawaii
1126,Cute Korean Girl With Mask,A cute korean girl with mask aesthetic style with distinctive visual and cultural characteristics,,,,,,,scandi girl winter,,,Japanese,Cute/Kawaii
1127,Cute Girl With Glasses,A cute girl with glasses aesthetic style with distinctive visual and cultural characteristics,,,,,,,scandi girl winter,,,Japanese,Cute/Kawaii
1128,Creepy Kawaii Pink,A creepy kawaii pink aesthetic style with distinctive visual and cultural characteristics,,,,,,,yume kawaii,,,Visual,Color-themed
1129,Boy Band,A boy band aesthetic style with distinctive visual and cultural characteristics,,,,,,,bombardier,,,Contemporary,Modern
1130,Bt21 Cooky,A bt21 cooky aesthetic style with distinctive visual and cultural characteristics,,,,,,,too cool,,,Contemporary,Modern
1131,Bts Black,A bts black aesthetic style with distinctive visual and cultural characteristics,,,,,,,teslapunk,,,Visual,Color-themed
1132,Bts Blue,A bts blue aesthetic style with distinctive visual and cultural characteristics,,,,,,,night luxe,,,Visual,Color-themed
1133,Butterfly,A butterfly aesthetic style with distinctive visual and cultural characteristics,,,,,,,superflat,,,Contemporary,Modern
1134,Cat Fairy,A cat fairy aesthetic style with distinctive visual and cultural characteristics,,,,,,,fairycore,,,Contemporary,Modern
1135,Chibi Boy,A chibi boy aesthetic style with distinctive visual and cultural characteristics,,,,,,,anime boy,,,Japanese,Cute/Kawaii
1136,Cute Study Area,A cute study area aesthetic style with distinctive visual and cultural characteristics,,,,,,,studyplace,,,Japanese,Cute/Kawaii
